nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,objeto,modalidade,dataPublicacao,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",14,2025,14,2025,"Prestação de serviços de assessoria de imprensa para o 4º Batalhão de Bombeiro Militar de Criciúma/SC","Pregão eletrônico",2025-02-11,"Prestação de serviços","MENOR PRECO",2025-03-17,HOMOLOGADO," "," "," ","contratos_33b8d3e8-9dfe-488a-be7b-7ff0999515be.csv",2025-02-27T14:00:00Z," ",2025-02-11,2025-02-27," "," ","documentosRelacionados_8edbe0bc-e3a5-48c5-b3ed-1400e21b8c5b.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-02-11T08:00:00Z,"itensVencedores_ce8c3280-32c4-466a-8d16-a1f07469a838.csv",INTERNET," "," "," ","participantes_d043c897-3935-4d2b-88b5-a3303f4d03f5.csv",NÃO," ",2025-02-27T13:30:00Z,"Lei 14133/2021, Art. 28, I",254700,162000
"PREFEITURA MUNICIPAL DE CRICIUMA",68,2025,68,2025,"Registro de preços de uniformes e materiais para apresentações do corpo coreográfico das fanfarras/bandas pertencentes as Unidades de Ensino da Secretaria de Educação do Município de Criciúma/SC.","Pregão eletrônico",2025-05-26,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-08-13,HOMOLOGADO," ","atasRegistroPrecos_40a2618e-e3a9-46e0-b5dd-2371f304f88d.csv"," "," ",2025-06-09T09:00:00Z," ",2025-04-01,2025-06-09," ","despesas_384159d6-1a58-4678-a1b4-87447af494a6.csv","documentosRelacionados_b2e8653d-2dbc-43f5-b4bf-f355d117bafe.csv","compras@criciuma.sc.gov.br","empenhos_111ddc7a-71a7-47bc-8446-6a9406ecadd5.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-26T17:00:00Z,"itensVencedores_b9740d8c-7812-4870-b6eb-c24a17684f9b.csv",INTERNET," "," "," ","participantes_b03180a1-b55a-4876-a6f3-558a01a99d13.csv",SIM," ",2025-06-09T08:30:00Z,"Lei 14133/2021, Art. 28, I",1738704.59,1345944.91
"PREFEITURA MUNICIPAL DE CRICIUMA",33,2025,33,2025,"Contratação de empresa especializada em implantação, intermediação e administração de serviços de gerenciamento e controle de frota com utilização de dispositivos eletrônicos com tecnologia RFID, cartões magnéticos individuais, e equipe especializada, através de rede de estabelecimentos credenciados no município de Criciúma/SC para fornecimento de combustíveis, da frota de veículos leves, pesados e equipamentos pertencentes ao município de Criciúma/SC.","Pregão eletrônico",2025-03-26,"Prestação de serviços","MAIOR DESCONTO SOBRE TABELA",2025-04-11,HOMOLOGADO," "," "," ","contratos_11b6b0da-88db-4b37-946c-681ea32b3d94.csv",2025-04-10T09:00:00Z," ",2025-03-26,2025-04-10," "," ","documentosRelacionados_d46703f2-b622-4a48-83ee-9fffe342f596.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-03-26T08:00:00Z,"itensVencedores_4b04ff16-ad38-4478-99d6-475d6a6825d8.csv",INTERNET," "," "," ","participantes_82090474-0aa0-429f-ab9c-498a8a08edcd.csv",NÃO," ",2025-04-10T08:30:00Z,"Lei 14133/2021, Art. 28, I",1254754.22,1254754.22
"PREFEITURA MUNICIPAL DE CRICIUMA",58,2025,58,2025,"Registro de preços de cimento do tipo CP IV e CP V ARI, em atendimento das demandas da Secretaria de Infraestrutura, Planejamento e Mobilidade Urbana do município de Criciúma/SC.","Pregão eletrônico",2025-05-14,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-05-28,HOMOLOGADO," ","atasRegistroPrecos_749ca753-5a9e-4989-afc6-5cac2cf09063.csv"," "," ",2025-05-28T09:00:00Z," ",2025-03-17,2025-05-28," ","despesas_7a44d943-af27-47cd-a786-c5e914264167.csv","documentosRelacionados_a2c8097a-2314-423a-9bb2-9621a18c9a54.csv","compras@criciuma.sc.gov.br","empenhos_3697dd1d-06ba-4182-916f-df86d1d321ec.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-14T08:00:00Z,"itensVencedores_2998c992-e1bc-48c5-bdd8-228474f92b08.csv",INTERNET," "," "," ","participantes_1dfc948e-9612-447c-a216-9f692f71bb7b.csv",SIM," ",2025-05-28T08:30:00Z,"Lei 14133/2021, Art. 28, I",117200,113600
"PREFEITURA MUNICIPAL DE CRICIUMA",30,2025,30,2025,"Registro de preços de serviços gráficos, para atender as demandas da administração municipal e órgãos de segurança do município de Criciúma/SC.","Pregão eletrônico",2025-04-02,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-05-16,HOMOLOGADO," ","atasRegistroPrecos_25ae86f6-8b6c-4775-9ba5-8a96238e7788.csv"," "," ",2025-04-09T09:00:00Z," ",2025-01-02,2025-04-09," ","despesas_266aede9-b70d-4d0d-a7ae-fba9a6c56654.csv","documentosRelacionados_a0fd140f-896a-4170-8bed-155065fdebda.csv","compras@criciuma.sc.gov.br","empenhos_8faa5bd1-5798-4dde-ab6f-009f8750e17d.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-03-25T08:00:00Z,"itensVencedores_4ea9f52f-472f-4601-afe7-5797bf296f00.csv",INTERNET," "," "," ","participantes_b165e45b-eeea-4b5f-ae18-9f2e3fc73285.csv",SIM," ",2025-04-09T08:30:00Z,"Lei 14133/2021, Art. 28, I",5148038.61,1549893.33
"PREFEITURA MUNICIPAL DE CRICIUMA",62,2025,62,2025,"Locação de um imóvel destinado ao funcionamento do deposito de equipamentos eletrônicos, pertencente a Secretaria de Educação de Criciúma/SC.","Pregão eletrônico",2025-05-19,Locação,"MENOR PRECO POR ITEM",2025-06-05,HOMOLOGADO," "," "," ","contratos_2423b763-5f96-4863-b468-ee69e2ff32e8.csv",2025-06-03T09:00:00Z," ",2025-03-19,2025-06-03," "," ","documentosRelacionados_51e6ba71-e181-4b0d-bb2d-c95f472eabef.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-19T08:00:00Z,"itensVencedores_3d0717f3-2823-4db4-9a15-2923b4f73bb9.csv",INTERNET," "," "," ","participantes_1b7201d4-99a7-4daf-b201-8771a1ad4d7e.csv",NÃO," ",2025-06-03T08:30:00Z,"Lei 14133/2021, Art. 28, I",54000,54000
"PREFEITURA MUNICIPAL DE CRICIUMA",77,2025,77,2025,"Contratação de empresa especializada no fornecimento de miras ópticas avançadas e lanternas táticas compactas para armas longas, para uso da Polícia Civil de Criciúma/SC. (Convênio de Trânsito nº 0014/DETRAN/ASJUR/2022).","Pregão eletrônico",2025-06-09,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-07,HOMOLOGADO," "," "," ","contratos_2667d15d-75bb-491f-a33d-9f1ee2ffb661.csv",2025-06-24T14:00:00Z," ",2025-05-15,2025-06-24," "," ","documentosRelacionados_85d93fd3-d12f-439f-815f-1aee4feec5ed.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-09T08:00:00Z,"itensVencedores_88ab7d99-0587-4184-90d7-b11da9cec079.csv",INTERNET," "," "," ","participantes_8c599426-8708-47ae-b782-dd42dde295af.csv",NÃO," ",2025-06-24T13:30:00Z,"Lei 14133/2021, Art. 28, I",130430.75,124170
"PREFEITURA MUNICIPAL DE CRICIUMA",83,2025,83,2025,"Registro de preços de cargas de gás liquefeito de petróleo e casco de gás (GLP P-5, P-13 E P-45), em atendimento a Administração do Município, Secretaria da Educação, Fundo Municipal de Saúde, Fundo Municipal de Assistência Social, 9º batalhão da Polícia Militar, Polícia Civil e 4º Batalhão de Bombeiros Militar de Criciúma/SC.","Pregão eletrônico",2025-06-23,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-07,HOMOLOGADO," ","atasRegistroPrecos_c5fb52c8-9043-4d90-bbda-543c399c9122.csv"," "," ",2025-07-04T09:00:00Z," ",2025-04-22,2025-07-04," ","despesas_b6373e35-6ee4-4ada-beba-ddf54aa50bd2.csv","documentosRelacionados_bc4483c4-ab3b-450a-a5a6-e5d9712531ab.csv","compras@criciuma.sc.gov.br","empenhos_41d7af1a-08cc-487f-bbff-fb98aaaf6042.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-20T08:00:00Z,"itensVencedores_e1715c36-8788-4191-b8b5-6fce0e67023e.csv",INTERNET," "," "," ","participantes_3a467e60-110d-44e5-8934-03b260330275.csv",SIM," ",2025-07-04T08:30:00Z,"Lei 14133/2021, Art. 28, I",1464996.77,1464966.03
"PREFEITURA MUNICIPAL DE CRICIUMA",84,2025,84,2025,"Registro de preços visando à aquisição de leite UHT integral, destinado aos funcionários dos setores vinculados à área de Asfalto (pavimentação, tapa-buracos, usina e pátio de máquinas) do Município de Criciúma/SC, em atendimento ao disposto no artigo 21 da Lei nº 8.730, de 2025, que trata das condições de trabalho e proteção à saúde dos trabalhadores expostos a atividades insalubres.","Pregão eletrônico",2025-06-24,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-07-07,HOMOLOGADO," ","atasRegistroPrecos_4412177a-162f-4a07-9b47-21ab21f97ff6.csv"," "," ",2025-07-04T09:00:00Z," ",2025-05-26,2025-07-04," ","despesas_c72a2abf-90b5-4ec6-92a3-22fceac67004.csv","documentosRelacionados_5a7e206c-5d60-4f46-b183-c27c0472cf67.csv","compras@criciuma.sc.gov.br","empenhos_1b0ec32f-036d-404e-9cae-17f9e2e91720.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-24T08:00:00Z,"itensVencedores_b150c971-3b5b-4ef1-9ed6-572edaee8cce.csv",INTERNET," "," "," ","participantes_6f7cba62-1bdf-46fd-8c7f-7b790b79650f.csv",SIM," ",2025-07-04T08:30:00Z,"Lei 14133/2021, Art. 28, I",107460,95940
"PREFEITURA MUNICIPAL DE CRICIUMA",94,2025,94,2025,"Registro de Preços para fornecimento e instalação de bancos de jardim, destinados a compor e revitalizar os espaços públicos da cidade de Criciúma/SC, incluindo a Fundação Cultural, a Gruta Nossa Senhora de Lourdes, o Mirante Realdo Santos Guglielmi e outras praças municipais.","Pregão eletrônico",2025-07-21,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-08-13,HOMOLOGADO," ","atasRegistroPrecos_8091eaec-b0d3-4ec7-a55c-ad92a0295ff7.csv"," "," ",2025-08-05T09:00:00Z," ",2025-06-23,2025-08-05," ","despesas_4275ffaf-fa23-41ec-a304-923d076a8825.csv","documentosRelacionados_21189101-ba0e-41a1-8159-a51e6bddb294.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-07-21T08:00:00Z,"itensVencedores_c71ef5f9-13b8-48b3-8132-0dfe11b781d4.csv",INTERNET," "," "," ","participantes_7550603e-e55c-469f-b31d-c1206cbcdd30.csv",SIM," ",2025-08-05T08:30:00Z,"Lei 14133/2021, Art. 28, I",185400,105000
"PREFEITURA MUNICIPAL DE CRICIUMA",90,2025,90,2025,"Registro de preços de peças e serviços, para manutenção preventiva e corretiva (mecânica, elétrica e funilaria) das motocicletas pertencentes a frota do Município de Criciúma/SC.","Pregão eletrônico",2025-07-09,"Prestação de serviços","MAIOR DESCONTO SOBRE TABELA",2025-07-24,HOMOLOGADO," ","atasRegistroPrecos_f11cc9ef-83d6-4d9f-81e6-edb7a64e5ccc.csv"," "," ",2025-07-24T09:00:00Z," ",2025-06-06,2025-07-24," ","despesas_48303c10-d902-454b-94a1-9440b3f0ea5d.csv","documentosRelacionados_aefcf0fd-410c-43f4-9bb9-dc06c43b34aa.csv","compras@criciuma.sc.gov.br","empenhos_98691ec7-ec4b-40a2-9829-fe836978dcb5.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-07-09T12:00:00Z,"itensVencedores_f1ec4f76-c54d-4083-8e89-f4c1dae6e807.csv",INTERNET," "," "," ","participantes_fd969b9a-1f12-48d7-84fd-13354db62b36.csv",SIM," ",2025-07-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",160000,160000.0
"PREFEITURA MUNICIPAL DE CRICIUMA",112,2025,112,2025,"Registro de preços de materiais de sinalização viária vertical (placas de sinalização), em atendimento a Diretoria de Trânsito e Transportes do município de Criciúma/SC.","Pregão eletrônico",2025-08-11,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-08-25,HOMOLOGADO," ","atasRegistroPrecos_5b5bf614-1a5d-4de9-8e9b-e0fbb5014d41.csv"," "," ",2025-08-22T09:00:00Z," ",2025-07-08,2025-08-22," ","despesas_164bba87-2543-4647-8d07-a980da7649ff.csv","documentosRelacionados_f169f1a2-e100-456e-a026-1af626d98856.csv","compras@criciuma.sc.gov.br","empenhos_d2913988-4cf0-4594-a336-9760be96512d.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-08-11T15:00:00Z,"itensVencedores_3fa9839f-b6bc-4771-971c-c770e7e5b273.csv",INTERNET," "," "," ","participantes_dba8b22b-97e7-4ca1-8ef9-277d047f329b.csv",SIM," ",2025-08-22T08:30:00Z,"Lei 14133/2021, Art. 28, I",577020,390000
"PREFEITURA MUNICIPAL DE CRICIUMA",102,2025,102,2025,"Contratação de empresa ou consórcio de empresas legalmente constituídas e devidamente especializadas no ramo de engenharia civil, para a execução de obras de construção da Sede Comunitária do Campo São José, localizado no bairro Vila Visconde, no município de Criciúma-SC.","Concorrência eletrônica",2025-07-29,"Obras e Serviços de Engenharia","MENOR PRECO POR ITEM",2025-10-07,HOMOLOGADO," "," "," "," ",2025-08-14T09:00:00Z," ",2025-06-23,2025-08-14," "," ","documentosRelacionados_e722b46b-8c44-4e59-8631-5df5cdaab2b4.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-07-29T16:00:00Z,"itensVencedores_319bef22-0a68-4269-896b-38feed431007.csv",INTERNET," "," "," ","participantes_7ea77f48-b233-4573-9809-4ff232a5b14e.csv",NÃO," ",2025-08-14T08:30:00Z,"Lei 14133/2021, Art. 6, XXXVIII",773372.06,596000
"PREFEITURA MUNICIPAL DE CRICIUMA",44,2025,44,2025,"Aquisição de materiais de educação física para uso nas escolas da Rede Municipal de Ensino, atendendo as demandas da Secretaria Municipal de Educação de Criciúma/SC.","Pregão eletrônico",2025-04-17,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-08,HOMOLOGADO," "," "," "," ",2025-05-05T14:00:00Z," ",2025-03-06,2025-05-05," "," ","documentosRelacionados_b3a674ed-3477-409a-957a-8cb2e74890f1.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-17T08:00:00Z,"itensVencedores_42974436-0f73-4f30-8a16-e8f71f475542.csv",INTERNET," "," "," ","participantes_f34461c5-7659-4de1-92c0-f81bae49c888.csv",NÃO," ",2025-05-05T13:30:00Z,"Lei 14133/2021, Art. 28, I",911013.7,420856.3
"PREFEITURA MUNICIPAL DE CRICIUMA",128,2025,128,2025,"Contratação de empresa especializada na prestação de serviços de manutenção corretiva e preventiva do domo do planetário, localizado no Parque Astronômico Albert Einstein E=mc², sob a responsabilidade da Secretaria Municipal de Educação de Criciúma/SC.","Pregão eletrônico",2025-09-22,"Prestação de serviços","MENOR PRECO GLOBAL",2025-10-08,HOMOLOGADO," "," "," "," ",2025-10-07T09:00:00Z," ",2025-06-24,2025-10-07," "," ","documentosRelacionados_f391f9c2-fa5e-414b-8881-38953e02451d.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-22T12:00:00Z,"itensVencedores_b134ece7-6977-4b18-b1ae-5f77271b2723.csv",INTERNET," "," "," ","participantes_102fbf14-926f-486b-b3c0-bf88ac4791e5.csv",NÃO," ",2025-10-07T08:30:00Z,"Lei 14133/2021, Art. 28, I",132892.73,100500.0
"PREFEITURA MUNICIPAL DE CRICIUMA",136,2025,136,2025,"Contratação de instituição para prestação de serviços especializados de planejamento, organização e realização de processo seletivo para seleção, em caráter temporário, de agentes públicos para rede municipal de educação de Criciúma.","Dispensa de licitação",2025-10-01,"Prestação de serviços","MENOR PRECO",2025-10-01,HOMOLOGADO," "," "," "," ",2025-10-01T08:00:00Z," ",2025-09-08,2025-10-01," "," ","documentosRelacionados_9dba64ae-29fa-47d4-9b4e-ea208b4855b2.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-10-01T08:00:00Z,"itensVencedores_04957952-3e04-4694-998e-773f0ddb28d7.csv",INTERNET," "," "," ","participantes_66de2b27-e807-41e5-abeb-957a7851836c.csv",NÃO," ",2025-10-01T08:00:00Z,"Lei 14133/2021, Art. 75, II",118500,118500
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",1,2025,1,2025,"Contratação, na modalidade de Inexigibilidade de licitação, da empresa DC10 Economia Criativa Eireli, detentora da marca Skate Total Urbe (STU), para realização do evento STU National – Etapa Santa Catarina nas modalidades olímpicas de skate Park e Street a ser realizado no Município de Criciúma - SC","Inexigibilidade de licitação",2025-02-19,"Prestação de serviços","MENOR PRECO",2025-02-18,HOMOLOGADO," "," "," ","contratos_6338d7a7-a8ec-45fe-a208-ce2d3994423b.csv",2025-02-18T08:00:00Z," ",2025-02-18,2025-02-18," "," ","documentosRelacionados_98cd456f-46fd-4d29-9a36-f14d5e4449fb.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-02-18T08:00:00Z,"itensVencedores_11a24243-f950-4a8d-991e-5f8858ca35d5.csv",INTERNET," "," "," ","participantes_756f7ed5-3526-49cd-a4dc-1e9f7b92a6d1.csv",NÃO," ",2025-02-18T08:00:00Z,"Lei 14133/2021, Art. 74, II",2000000,2000000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",22,2025,22,2025,"Contratação de empresa especializada para a locação de brinquedos recreativos e iterativos, contemplando os serviços de instalação, montagem e desmontagem, para os eventos Natalinos do Município de Criciúma/SC.","Pregão eletrônico",2025-09-22,"Contratação de serviços","MENOR PRECO GLOBAL",2025-10-09,HOMOLOGADO," "," "," "," ",2025-10-08T09:00:00Z," ",2025-06-24,2025-10-08," "," ","documentosRelacionados_9069eec7-9c7f-4612-bd33-e221cfb95270.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-09-22T16:00:00Z,"itensVencedores_2884158b-a3ab-4484-affd-607b297c7625.csv",INTERNET," "," "," ","participantes_1d40ce77-833f-48b0-8787-aaafaeb1f7ac.csv",NÃO," ",2025-10-08T08:30:00Z,"Lei 14133/2021, Art. 28, I",185000,183000
"PREFEITURA MUNICIPAL DE CRICIUMA",11,2025,11,2025,"Contratação de empresa, do ramo pertinente, para execução dos serviços necessários à construção da Guarda de Acesso do 9º Batalhão de Policia Militar de Criciúma/SC.","Pregão eletrônico",2025-02-11,"Obras e Serviços de Engenharia","MENOR PRECO GLOBAL"," ",SUSPENSO," "," "," "," ",2025-04-23T09:00:00Z," ",2024-12-18,2025-04-23," "," ","documentosRelacionados_e674b144-a78d-47a8-ab97-e9ec953fd94d.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-04-10T08:00:00Z," ",INTERNET," "," "," "," ",NÃO," ",2025-04-23T08:30:00Z,"Lei 14133/2021, Art. 28, I",961996.51," "
"PREFEITURA MUNICIPAL DE CRICIUMA",59,2025,59,2025,"Realização de palestra com o tema “ Domínio da bola”  nas unidades escolares e CEIM(S) da rede municipal de Criciúma - SC.","Inexigibilidade de licitação",2025-05-15,"Prestação de serviços","MENOR PRECO",2025-05-15,HOMOLOGADO," "," "," ","contratos_d65995b8-9eb9-4911-842f-bcb2501666e7.csv",2025-05-13T08:00:00Z," ",2025-03-24,2025-05-13," "," ","documentosRelacionados_6f63dd1d-3092-442c-88bd-5a1ab47b2f9e.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-13T08:00:00Z,"itensVencedores_0333514e-809c-4324-9879-9b424ede3fa8.csv",INTERNET," "," "," ","participantes_cc1a8088-14f5-4c09-bb7d-a6703dbe6476.csv",NÃO," ",2025-05-13T08:00:00Z,"Lei 14133/2021, Art. 74, II",30000,30000
"PREFEITURA MUNICIPAL DE CRICIUMA",69,2025,69,2025,"CONTRATAÇÃO ATRAVÉS DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DOS PROJETOS ARQUITETONICO E COMPLEMENTARES DE REFORMA E ADEQUAÇÃO DO PRÉDIO TOMBADO DA CASA DA CULTURA NEUSA NUNES VIEIRA DO MUNICÍPIO DE CRICIÚMA/SC.","Concorrência eletrônica",2025-05-22,"Obras e Serviços de Engenharia","MENOR PRECO GLOBAL",2025-08-20,HOMOLOGADO," "," "," ","contratos_de4919a0-7c5c-4a75-8119-843581f677e3.csv",2025-06-18T14:00:00Z," ",2025-02-11,2025-06-18," "," ","documentosRelacionados_b89f059c-1516-4c1b-82b6-d5a67e700ff8.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-03T10:30:00Z,"itensVencedores_113778c9-81de-40da-aa27-ea92d90fd394.csv",INTERNET," "," "," ","participantes_fcc1f09b-10da-4053-b81e-cd6996b88798.csv",NÃO," ",2025-06-18T13:30:00Z,"Lei 14133/2021, Art. 6, XXXVIII",68873.1,64894.31
"PREFEITURA MUNICIPAL DE CRICIUMA",57,2025,57,2025,"Registro de preços de redes de vôlei oficiais e redes de proteção para quadras, traves, tabelas, compreendendo o fornecimento e instalação, em atendimento aos parques, praças e ginásios do município de Criciúma/SC.","Pregão eletrônico",2025-05-14,"aquisição de Bens para Compra, inclusive por Encom","MENOR PREÇO GLOBAL POR LOTE",2025-06-18,HOMOLOGADO," ","atasRegistroPrecos_cb263725-1789-4ead-990f-15ca151b016f.csv"," "," ",2025-06-03T14:00:00Z," ",2025-04-22,2025-06-03," ","despesas_d47d16d6-72ba-41bf-ae75-20e8a05c7b80.csv","documentosRelacionados_fa7c2c0d-08c6-40dc-a7c0-84169ba18653.csv","compras@criciuma.sc.gov.br","empenhos_c98f6b42-bb67-4ea3-a24c-ba1a66c66e39.csv","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-05-20T16:15:00Z,"itensVencedores_cfbc11b4-f450-430a-b641-65a5712ee011.csv",INTERNET," "," "," ","participantes_358cbaf0-e76a-4b43-bc7d-eeff58632d92.csv",SIM," ",2025-06-03T13:30:00Z,"Lei 14133/2021, Art. 28, I",1587340,488240
"PREFEITURA MUNICIPAL DE CRICIUMA",75,2025,75,2025,"Locação de um equipamento rodoviário (vibro acabadora) em atendimento as necessidades da Secretaria de Infraestrutura, Planejamento e Mobilidade Urbana do município de Criciúma/SC.","Pregão eletrônico",2025-06-09,Locação,"MENOR PRECO POR ITEM",2025-06-26,HOMOLOGADO," "," "," ","contratos_80eed950-518d-4e02-a9ab-b048e9ced1ad.csv",2025-06-24T09:00:00Z," ",2025-05-09,2025-06-24," "," ","documentosRelacionados_e0a0122d-0fbe-4c05-88ff-78f53d901dff.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-09T08:00:00Z,"itensVencedores_840b7beb-58f5-4fca-973f-91a84099a871.csv",INTERNET," "," "," ","participantes_69aeec69-7991-4da3-8b14-90fc4704b4a0.csv",NÃO," ",2025-06-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",330000,330000
"PREFEITURA MUNICIPAL DE CRICIUMA",65,2025,65,2025,"Aquisição de gêneros alimentícios diretamente da Agricultura Familiar, Empreendedor Familiar Rural ou suas organizações, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE, destinados a Alimentação Escolar dos alunos da Rede Municipal de Ensino e entidades filantrópicas conveniadas, atendidos pela Secretaria de Educação do Município de Criciúma/SC.","Inexigibilidade de licitação",2025-05-20,"aquisição de Bens para Compra, inclusive por Encom","CREDENCIAMENTO QTDADE RATEADA",2025-08-11,HOMOLOGADO," "," "," ","contratos_5f94c7dc-6ce2-4ee8-9b28-5df0fc25a3d5.csv",2025-06-10T09:00:00Z," ",2025-04-22,2025-06-10," "," ","documentosRelacionados_ec4d7363-4ea2-4e85-8b95-7ef144b275ee.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Chamada pública / credenciamento",2025-05-20T11:00:00Z,"itensVencedores_0c3f9dbf-b0ee-4574-95c8-1ef8a69cbd60.csv",INTERNET," "," "," ","participantes_92ce1b8c-8b49-41aa-a5b7-8ed46153e9bd.csv",NÃO," ",2025-06-10T08:30:00Z,"Lei 11947/2009, Art. 14, § 1",4931857.42,4931857.42
"PREFEITURA MUNICIPAL DE CRICIUMA",1,2025,1,2025,"Aquisição de veículos, para atendimento ao Núcleo de Operações com Cães do município de Criciúma/SC.","Pregão eletrônico",2025-01-07,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-02-05,HOMOLOGADO," "," "," ","contratos_4022583c-311a-45b8-81ff-3669e5ee324b.csv",2025-01-20T09:00:00Z," ",2025-01-07,2025-01-20," "," ","documentosRelacionados_9888bed0-adf2-4187-98e6-d38e4b7f7f65.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-01-07T08:00:00Z,"itensVencedores_641d7e42-8583-4ea1-8d71-6aed487a5f66.csv",INTERNET," "," "," ","participantes_499c4b05-c1a3-4bd0-9dac-0c9a8ebee5c1.csv",NÃO," ",2025-01-20T08:30:00Z,"Lei 14133/2021, Art. 28, I",801266.67,771500
